soc_code,official_soc_title,cip_code,cip_title
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1302,Art Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1304,Driver and Safety Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1305,English/Language Arts Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1306,Foreign Language Teacher  Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1307,Health Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1308,Family and Consumer Sciences/Home Economics Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1309,Technology Teacher Education/Industrial Arts Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1311,Mathematics Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1312,Music Teacher Education.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1314,Physical Education Teaching and Coaching.
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13.1315,Reading Teacher Education.
